Date,Time,Actual,Predicted
2024-02-02,21:27:00,19.46,35.82967
2024-04-02,21:37:00,0.233,13.010925
2024-03-04,22:37:00,0.517,5.9498343
2024-06-02,17:30:00,85.09,208.84462
2024-06-02,22:04:00,19.194,88.73368
2024-02-04,21:40:00,119.99,32.77249
2024-04-02,23:03:00,0.6929999999999998,13.411289
2024-05-06,13:28:00,889.17,216.87482
2024-02-04,16:38:00,717.01,333.35287
2024-02-07,00:20:00,1.487,0.012859277
2024-04-02,19:37:00,0.204,12.668521
2024-03-03,21:15:00,9.99,11.285029
2024-03-01,21:52:00,8.983,117.674904
2024-06-01,13:16:00,640.726,554.54816
2024-03-06,22:37:00,12.574,7.7430887
2024-03-03,21:52:00,7.247,8.495184
2024-04-03,23:21:00,9.047,1.2735549
2024-03-04,22:01:00,9.77,8.406593
2024-05-03,09:18:00,369.17,524.56976
2024-06-04,21:38:00,9.033,3.4527383
2024-07-02,18:52:00,5280.797,138.71117
2024-03-07,21:28:00,19.586,56.48569
2024-03-06,18:11:00,30.06,4.2453833
2024-04-07,00:15:00,10.836,0.29950905
2024-06-05,17:57:00,18.603,213.41663
2024-03-03,21:48:00,0.22,8.760036
2024-06-06,04:25:00,510.257,527.19385
2024-03-07,14:49:00,49.913,139.99207
2024-04-04,18:45:00,20.373,46.318874
2024-04-07,14:07:00,100.823,133.94023
2024-03-05,21:42:00,0.283,16.742224
2024-04-04,07:54:00,0.097,98.90307
2024-03-06,22:37:00,10.303,24.876484
2024-03-06,18:38:00,61.74,70.812126
2024-07-04,08:05:00,3259.28,1764.3098
2024-06-07,23:22:00,54.334,154.78438
2024-01-04,21:36:00,29.823,128.55022
2024-02-03,21:53:00,8.813,42.84828
2024-04-03,20:42:00,11.12,15.777665
2024-01-02,21:40:00,0.03,142.33199
2024-03-05,11:35:00,59.883,398.3838
2024-03-03,20:06:00,20.93,17.969387
2024-04-04,09:33:00,1932.86,111.953316
2024-03-04,21:33:00,0.2800000000000001,12.166751
2024-03-04,21:00:00,0.123,11.388632
2024-04-04,07:47:00,9.283,97.25166
2024-03-06,13:13:00,54.69,70.796196
2024-03-01,21:22:00,19.08,137.40652
2024-07-02,21:15:00,48.79,76.47754
2024-03-04,08:54:00,30.204,294.01163
2024-03-05,23:21:00,19.203,8.567185
2024-03-07,04:37:00,60.224,98.029015
2024-04-07,00:51:00,0.2800000000000001,1.0237631
2024-04-02,23:15:00,9.694,12.255224
2024-07-03,21:19:00,9.384,53.728733
2024-03-06,20:11:00,12.757,47.1732
2024-04-02,21:36:00,0.03,13.101854
2024-04-06,22:26:00,9.67,37.962368
2024-03-06,19:37:00,18.863,51.146793
2024-04-04,10:48:00,159.92300000000003,208.93924
2024-03-07,10:41:00,260.243,166.66454
2024-05-02,22:18:00,39.723,85.7452
2024-03-02,21:33:00,0.437,12.768594
2024-06-03,22:18:00,49.94,58.67599
2024-04-02,22:52:00,16801.1,14.12454
2024-03-03,22:10:00,9.736,9.010699
2024-04-04,23:41:00,19.163,5.619406
2024-04-06,22:55:00,19.940000000000005,32.245243
2024-04-04,23:15:00,0.9,6.7282047
2024-03-06,22:48:00,8.773,23.318161
2024-06-07,11:26:00,290.58,126.5934
2024-04-07,00:23:00,10.627,0.28364402
2024-02-06,23:28:00,19.887,57.935566
2024-03-04,22:01:00,8.023,9.858692
2024-04-06,03:04:00,291.14,23.504715
2024-06-04,08:28:00,99.277,396.17975
2024-05-04,22:15:00,9.386,28.183176
2024-03-04,21:15:00,8.417,10.229625
2024-04-07,21:33:00,1.127,91.34694
2024-04-04,09:50:00,380.034,127.2259
2024-02-03,21:21:00,0.077,64.20466
2024-05-07,12:24:00,19.533,203.90578
2024-06-04,21:46:00,0.687,60.78061
2024-04-05,00:48:00,19.794,28.754404
2024-03-05,23:15:00,50.86,8.92559
2024-03-01,22:28:00,49.643,111.12721
2024-04-04,23:03:00,10.663,5.650533
2024-04-05,04:18:00,0.14,135.18855
2024-02-07,11:54:00,911.843,346.07208
2024-04-06,22:48:00,0.923,33.541134
2024-06-04,21:11:00,20.057,69.355576
2024-03-04,19:00:00,29.857,25.741915
2024-03-07,05:02:00,209.71,219.04243
2024-03-04,21:00:00,9.067,11.388632
2024-03-04,19:57:00,10.614,16.631123
2024-02-04,21:04:00,19.706,50.882282
2024-03-04,21:11:00,19.613,14.294403
2024-05-06,12:30:00,190.137,245.52919
2024-03-03,18:45:00,3.16,37.783775
2024-04-02,20:21:00,11.776,58.368023
2024-04-06,23:48:00,10.757,15.63922
2024-02-07,00:03:00,19.69,0.00018262904
2024-06-05,18:57:00,210.39,166.77614
2024-04-07,21:26:00,19.953,93.089645
2024-02-06,16:14:00,1026.193,534.6378
2024-03-04,18:19:00,0.75,32.67313
2024-04-07,00:35:00,0.94,0.4647285
2024-07-01,22:07:00,7.953,99.27945
2024-03-04,21:31:00,9.537,12.260462
2024-06-01,21:38:00,0.157,153.27365
2024-04-06,23:27:00,0.873,17.51744
2024-04-04,20:31:00,8.767,20.16738
2024-02-04,21:30:00,49.857,35.315372
2024-02-03,21:48:00,19.684,50.930424
2024-01-07,00:00:00,9.77,0.109430455
2024-03-03,22:00:00,9.197,8.881888
2024-06-02,14:03:00,370.753,480.50403
2024-03-07,00:15:00,10.157,1.806242
2024-04-03,23:43:00,19.673,1.0609977
2024-04-04,22:49:00,1.923,7.809401
2024-03-06,19:15:00,0.857,0.52361983
2024-05-01,17:26:00,380.386,651.8844
2024-03-05,07:40:00,50.147,174.78908
2024-04-04,17:15:00,8.757,90.76875
2024-06-02,21:36:00,9.707000000000004,98.633
2024-04-06,23:56:00,0.14,21.16177
2024-03-06,13:16:00,139.72000000000003,70.0581
2024-05-01,09:56:00,89.29,644.5952
2024-05-03,17:52:00,139.223,204.48145
2024-06-05,18:15:00,10.632999999999996,170.24829
2024-02-02,20:19:00,11.14,50.44515
2024-02-07,04:13:00,344.87,1772.237
2024-05-02,17:44:00,10.827,300.87592
2024-07-07,14:09:00,18.413,75.6111
2024-03-03,21:26:00,19.41,9.602859
2024-04-03,20:56:00,0.377,14.16664
2024-04-04,19:48:00,0.03,29.113739
2024-04-02,23:03:00,9.843,13.512428
2024-02-04,07:42:00,0.39,228.27841
2024-02-04,21:52:00,0.047,34.494923
2024-04-04,21:28:00,19.93,12.936126
2024-03-03,19:04:00,49.69,23.662088
2024-05-04,08:31:00,39.903,507.08972
2024-04-02,22:48:00,0.077,6.3763885
2024-02-03,22:33:00,9.953,31.254656
2024-01-02,21:37:00,30.343,145.87964
2024-04-02,21:31:00,8.696,33.588303
2024-04-06,19:07:00,9.923,107.65677
2024-07-07,09:26:00,0.174,148.36592
2024-02-03,22:15:00,10.73,13.070012
2024-04-07,00:24:00,0.034,0.4207897
2024-04-04,20:58:00,29.804,15.03185
2024-04-07,00:43:00,0.783,0.7786215
2024-04-04,19:25:00,10.623,34.714554
2024-04-03,09:15:00,220.123,297.86435
2024-06-04,13:34:00,594.743,336.94003
2024-02-02,19:43:00,9.027,67.69536
2024-06-06,22:52:00,20.8,102.18576
2024-04-07,00:41:00,0.22,0.60211027
2024-03-06,12:46:00,83.393,187.74841
2024-04-06,18:56:00,281.393,81.723
2024-04-06,21:33:00,19.994,35.43335
2024-05-05,12:18:00,65.093,346.89404
2024-03-05,21:56:00,29.943000000000005,15.245779
2024-04-02,21:13:00,0.093,15.270941
2024-05-03,22:10:00,21.843,59.713158
2024-06-05,19:10:00,10.16,33.297333
2024-05-02,23:15:00,89.09,50.369545
2024-04-06,19:00:00,22.207,93.17946
2024-04-04,23:11:00,9.6,6.910118
2024-04-02,22:12:00,8.81,23.654108
2024-07-04,21:56:00,9.366,47.778965
2024-02-04,21:52:00,0.126,34.21078
2024-03-06,23:23:00,0.953,17.56385
2024-04-04,22:22:00,0.033,9.382474
2024-06-02,21:48:00,0.33,79.69173
2024-05-03,20:56:00,60.3,96.91148
2024-02-07,00:48:00,30.05,0.0043542506
2024-03-03,22:12:00,0.03,8.0384245
2024-02-04,22:41:00,10.883,19.791605
2024-02-03,18:36:00,11.073,256.08688
2024-03-03,15:39:00,19.51,266.12
2024-03-04,18:21:00,11.05,35.23321
2024-07-04,15:58:00,513.923,702.4998
2024-04-01,09:22:00,797.863,761.83417
2024-06-02,22:07:00,10.147,76.03498
2024-04-04,17:03:00,9.314,99.524124
2024-05-05,10:41:00,2649.93,478.52887
2024-07-04,21:38:00,100.117,50.469482
2024-03-04,21:03:00,1.394,11.215356
2024-06-07,01:23:00,50.176,354.8505
2024-03-02,22:03:00,0.69,10.493908
2024-06-03,09:39:00,150.32,380.41144
2024-04-01,01:08:00,9044.56,4416.273
2024-04-03,16:37:00,8.37,76.2127
2024-04-07,21:19:00,9.613,94.55189
2024-04-02,22:33:00,8.647000000000002,19.310675
2024-02-02,19:49:00,0.173,64.45749
2024-06-02,22:56:00,19.627,57.659767
2024-02-07,11:26:00,59.06,152.20505
2024-04-01,20:42:00,39.936,183.2434
2024-03-04,20:33:00,0.88,19.402786
2024-04-06,23:25:00,19.877,19.36239
2024-07-07,09:43:00,132.66,142.13826
2024-06-06,00:30:00,19.65,418.89896
2024-01-02,21:33:00,9.354,150.74715
2024-03-05,22:37:00,19.85,11.5016575
2024-03-01,20:55:00,70.287,180.43193
2024-06-04,22:00:00,22.366,63.0533
2024-03-03,21:37:00,0.377,4.698114
2024-05-02,21:18:00,120.307,110.60193
2024-05-03,18:15:00,109.887,218.19655
2024-06-04,23:00:00,50.33,45.289383
2024-04-06,23:37:00,7.897,23.56687
2024-06-07,10:03:00,50.266,172.79597
2024-02-02,18:55:00,10.55,103.84541
2024-05-01,21:00:00,179.39,249.74818
2024-03-04,15:52:00,78.766,93.06203
2024-04-02,19:51:00,1.47,11.193768
2024-02-03,23:10:00,69.627,31.27014
2024-03-03,20:15:00,20.104,22.181395
2024-04-06,23:23:00,1.733,17.919338
2024-04-03,23:08:00,0.703,1.4008542
2024-04-03,20:52:00,18.707,14.722225
2024-03-04,20:18:00,38.35,15.419492
2024-02-03,21:15:00,19.916,21.003506
2024-02-03,16:40:00,3482.333,700.1837
2024-03-06,22:41:00,10.637,15.9540205
2024-03-07,00:27:00,0.186,3.2182019
2024-06-04,23:22:00,60.537,46.877483
2024-04-06,00:47:00,19.967,2.3473947
2024-02-02,21:48:00,9.71,30.696932
2024-05-05,14:55:00,39.406,301.86063
2024-02-02,18:45:00,40.883,112.67274
2024-04-03,21:33:00,7.62,8.882228
2024-06-04,23:11:00,19.15,41.414772
2024-05-02,22:16:00,219.93,86.299385
2024-04-02,22:04:00,0.127,8.630279
2024-03-02,21:52:00,11.264,19.147549
2024-07-04,17:56:00,251.196,114.19928
2024-03-03,10:01:00,19.54,571.8351
2024-04-07,01:00:00,17.826,1.3717196
2024-04-03,19:57:00,7.4,6.5407925
2024-02-04,23:18:00,21.063,17.055521
2024-02-02,18:45:00,10.1,111.757416
2024-04-02,18:42:00,0.237,28.167793
2024-06-03,20:40:00,2.753,75.05806
2024-02-03,22:12:00,0.14,13.28679
2024-04-06,23:41:00,0.487,16.272528
2024-06-02,22:22:00,0.03,83.03265
2024-05-06,23:38:00,29.463,35.804398
2024-03-05,04:23:00,29.36,266.29984
2024-06-04,22:51:00,9.267,50.298767
2024-02-02,22:04:00,8.973,64.74617
2024-06-04,21:53:00,9.577,59.240482
2024-03-06,15:03:00,79.5,10.843741
2024-04-04,08:41:00,14.98,54.06489
2024-04-04,20:06:00,9.15,24.624838
2024-03-05,22:26:00,46.54,12.418836
2024-04-05,22:57:00,19.933,10.207026
2024-05-07,12:33:00,63.163,170.43304
2024-03-04,17:37:00,9.56,44.77331
2024-04-02,21:34:00,0.377,13.193405
2024-03-06,22:41:00,0.11,14.748795
2024-03-05,18:19:00,29.566,55.79974
2024-03-04,18:42:00,0.75,29.768137
2024-06-06,12:52:00,0.593,162.15936
2024-04-04,00:23:00,19.707,57.751354
2024-04-06,04:29:00,70.007,52.684116
2024-02-04,20:11:00,169.903,68.19989
2024-03-06,22:53:00,47.207,22.045229
2024-04-04,22:25:00,0.297,9.200443
2024-03-04,21:55:00,0.343,10.276517
2024-03-03,01:35:00,400.617,8507.155
2024-07-03,22:00:00,0.064,46.883865
2024-01-03,22:33:00,9.86,60.58437
2024-07-05,23:49:00,8.437,42.584404
2024-03-06,19:33:00,9.053,51.96541
2024-02-03,22:07:00,9.413,13.958901
2024-06-07,23:07:00,121.1,154.64845
2024-06-06,09:09:00,460.15,318.78955
2024-03-02,22:26:00,70.327,14.475062
2024-04-06,12:13:00,19.923,237.82431
2024-03-03,16:21:00,137.806,160.90852
2024-03-03,21:03:00,10.174,14.953466
2024-02-04,18:49:00,0.39,135.19824
2024-03-07,04:46:00,19.883,127.12989
2024-05-02,23:07:00,19.79,60.39142
2024-03-07,17:37:00,79.82399999999998,95.90983
2024-07-06,16:51:00,160.22,134.67384
2024-03-02,21:25:00,0.093,13.599454
2024-04-02,20:13:00,19.83,61.58348
2024-03-06,17:14:00,0.017,10.601455
2024-02-06,22:46:00,0.046,77.68556
2024-04-03,20:12:00,4.45,19.873264
2024-07-02,22:43:00,7.936,46.770725
2024-03-05,22:28:00,10.053,12.253652
2024-04-03,17:52:00,9.627,44.593082
2024-07-06,22:55:00,20.32,71.88427
