Date,Time,Actual,Predicted
2024-02-07,18:07:00,96.98,1019.10846
2024-04-01,22:12:00,59.17,75.89665
2024-06-03,21:01:00,7.783,22.085794
2024-02-04,18:26:00,10.613,71.58092
2024-07-02,14:22:00,19.603,177.04503
2024-07-03,22:23:00,10.33,16.595863
2024-03-02,19:08:00,0.406,41.13097
2024-04-03,19:33:00,9.14,4.8270392
2024-06-04,21:19:00,69.067,23.639284
2024-04-03,20:22:00,0.077,13.673461
2024-01-03,22:26:00,0.017,54.82329
2024-03-02,20:12:00,10.714,15.018201
2024-04-02,18:48:00,0.08,15.07458
2024-06-04,18:03:00,129.137,52.696682
2024-04-03,20:01:00,9.6,11.791967
2024-04-04,21:36:00,0.7059999999999998,13.525941
2024-04-04,19:22:00,1.39,17.721586
2024-04-04,20:40:00,40.487,18.014706
2024-03-02,21:42:00,0.503,20.102184
2024-04-03,21:30:00,0.0,7.496009
2024-07-02,19:56:00,10.78,33.003773
2024-05-04,13:46:00,1279.9729999999995,179.83694
2024-04-03,20:58:00,0.267,8.156636
2024-04-04,21:22:00,8.48,11.367008
2024-04-04,17:42:00,10.467,45.98632
2024-06-05,14:04:00,89.93699999999998,172.19354
2024-06-06,19:16:00,71.083,47.930176
2024-04-04,16:37:00,29.433,63.87741
2024-02-04,21:19:00,8.867,28.067347
2024-04-02,20:04:00,0.517,16.943089
2024-03-04,19:42:00,32.537,15.540316
2024-07-01,20:28:00,29.507,62.50523
2024-04-03,17:12:00,8.07,39.9114
2024-04-04,20:30:00,0.186,18.933407
2024-05-03,22:40:00,9.003,9.063099
2024-02-02,19:00:00,7.384,21.9937
2024-06-01,21:38:00,0.127,58.7221
2024-04-03,23:15:00,9.86,1.4962802
2024-03-05,15:10:00,60.96,99.78391
2024-04-02,09:37:00,361.086,783.3148
2024-05-03,19:30:00,100.457,27.562822
2024-06-03,21:45:00,19.416,20.588673
2024-06-01,23:01:00,139.934,48.515972
2024-04-03,21:55:00,1.546,6.9057717
2024-04-03,22:00:00,0.64,8.60284
2024-07-07,14:31:00,29.057,66.423775
2024-03-02,22:12:00,0.45,18.672203
2024-04-04,20:48:00,0.123,12.729334
2024-06-05,23:11:00,10.03,18.7684
2024-05-05,17:56:00,0.046,52.856686
2024-02-05,23:33:00,139.863,41.8889
2024-07-05,22:16:00,660.497,20.130455
2024-07-07,13:18:00,20.004,88.35759
2024-03-04,15:37:00,48.37,46.311283
2024-03-03,20:30:00,9.5,14.635983
2024-03-02,22:04:00,9.623,19.230116
2024-03-03,21:07:00,10.216,9.58115
2024-03-03,21:11:00,0.483,11.91734
2024-04-02,17:52:00,1.017,30.70523
2024-06-04,22:30:00,9.687,15.786968
2024-04-01,17:23:00,380.903,282.03064
2024-03-03,19:10:00,8.657,4.640573
2024-07-01,21:52:00,9.96,44.220173
2024-06-02,22:26:00,0.533,24.65674
2024-06-02,21:42:00,20.133,33.43574
2024-03-03,18:40:00,30.756,26.88319
2024-04-02,22:15:00,10.400000000000002,12.404554
2024-03-06,22:18:00,330.53,56.428825
2024-04-04,15:46:00,11.707,79.52822
2024-05-05,18:06:00,170.44699999999995,49.04597
2024-04-02,17:26:00,0.046,35.63075
2024-05-07,10:45:00,49.904,195.1084
2024-06-01,19:41:00,19.11,102.72203
2024-06-03,20:46:00,0.61,23.84446
2024-04-03,20:18:00,0.14,10.564434
2024-03-03,18:11:00,39.42,21.518484
2024-02-02,19:55:00,3.01,16.82651
2024-04-02,22:34:00,4.023,9.671498
2024-04-06,00:23:00,0.0969999999999999,65.072014
2024-02-04,21:46:00,0.0,24.94917
2024-06-04,21:34:00,10.276,0.041332137
2024-07-03,20:22:00,19.079999999999995,23.971252
2024-03-04,22:42:00,0.67,7.6550565
2024-06-07,18:22:00,49.076,65.43886
2024-04-02,22:38:00,9.607,13.454645
2024-05-03,22:57:00,29.61,6.953265
2024-06-02,22:31:00,0.25,30.866436
2024-04-04,22:56:00,0.047,7.2102695
2024-04-02,22:37:00,9.543,11.127284
2024-06-07,13:18:00,9.8,105.891174
2024-03-04,17:38:00,41.28,27.537458
2024-04-04,22:00:00,10.053,12.325488
2024-04-04,20:49:00,0.907,17.140585
2024-03-02,20:00:00,8.953,41.34166
2024-03-05,23:41:00,30.79,15.16204
2024-06-03,17:44:00,19.907,62.34895
2024-06-02,15:31:00,129.86,115.559364
2024-02-02,22:12:00,9.393,13.7578125
2024-04-07,00:35:00,0.14,22.729935
2024-07-02,20:41:00,210.49700000000004,35.157246
2024-04-03,20:37:00,0.064,9.403649
2024-03-02,10:46:00,416.66,1187.3398
2024-04-03,21:33:00,10.093,7.6630745
2024-04-02,18:57:00,0.283,14.273569
2024-05-01,15:05:00,79.993,514.8811
2024-04-04,21:37:00,0.64,10.6168585
2024-04-04,22:12:00,0.534,8.867199
2024-04-03,22:28:00,0.8000000000000002,8.313733
2024-04-02,20:21:00,9.05,20.311571
2024-02-04,19:01:00,39.28,45.881958
2024-05-03,22:51:00,49.68300000000001,6.1542916
2024-06-02,18:36:00,19.687,54.074608
2024-06-01,07:55:00,4358.87,2277.968
2024-01-01,10:30:00,846.567,3225.4175
2024-03-06,19:28:00,9.8,114.222664
2024-02-02,21:08:00,19.24,75.107475
2024-05-03,22:16:00,0.517,8.740527
2024-06-03,20:43:00,16.397,24.212608
2024-03-03,19:37:00,28.526,19.704065
2024-02-02,21:52:00,0.017,14.3191595
2024-04-02,17:32:00,8.69,34.472046
2024-04-05,14:13:00,1458.1769999999997,172.6585
2024-04-03,20:11:00,0.7070000000000001,14.411705
2024-02-02,21:38:00,0.093,15.167273
2024-06-07,16:19:00,60.066,67.31318
2024-06-07,21:19:00,20.203,69.21887
2024-04-06,23:42:00,11.23,25.393272
2024-04-04,22:46:00,0.783,9.901511
2024-04-03,16:59:00,2.234,21.063755
2024-03-04,22:51:00,0.0969999999999999,7.3705683
2024-04-04,17:37:00,9.743,35.83731
2024-06-06,03:12:00,689.923,3239.776
2024-04-03,19:31:00,0.284,13.914102
2024-04-05,23:26:00,0.173,17.793482
2024-03-06,17:15:00,1.423,159.6431
2024-05-06,17:26:00,30.137,100.5709
2024-03-02,21:38:00,0.437,9.264731
2024-04-04,21:18:00,0.127,14.839596
2024-04-05,13:20:00,119.977,197.31924
2024-04-05,17:11:00,108.71,46.630943
2024-07-02,22:03:00,18.933,21.532967
2024-04-02,21:41:00,0.093,13.332978
2024-06-05,16:48:00,20.03,75.60747
2024-03-04,22:45:00,10.506,7.5471206
2024-03-06,19:38:00,29.487,104.21996
2024-04-03,22:40:00,0.75,7.260341
2024-06-02,21:43:00,0.81,37.29166
2024-02-06,23:33:00,8.906,214.71501
2024-05-06,18:38:00,20.006,88.34301
2024-03-04,19:03:00,9.316,18.50747
2024-03-03,20:25:00,0.203,14.957772
2024-04-03,18:33:00,0.407,8.765831
2024-04-04,16:44:00,70.154,53.925465
2024-03-02,21:57:00,7.780000000000001,19.002619
2024-02-03,17:11:00,918.663,81.63993
2024-05-04,16:22:00,19.81,79.99951
2024-04-04,22:40:00,0.72,10.190374
2024-04-03,22:07:00,0.157,8.344818
2024-04-02,20:40:00,0.754,13.970023
